x,y,score
125088.84963,486835.58002,6
125054.00359,486842.60675,4
125190.92736,486832.34326,8
125146.83202,486843.37362,8
114934.93783,488804.09359,2
115106.82937,489346.13662,2
114767.77835,489348.51629,2
114796.97048,489324.85291,4
114966.80171,489323.63312,2
114934.26948,489347.36456,2
115469.52856,489319.87659,2
115658.56700,489318.38785,2
115626.61955,489342.02432,2
116458.31031,488543.96044,2
116392.21023,488544.94458,2
116423.69299,488544.57876,2
115846.59368,487707.80967,2
115851.94052,487739.46258,2
115842.36520,487632.00534,2
115835.31434,487592.36310,2
120232.49122,484236.90409,2
120266.57147,484238.84213,4
120459.96408,484509.88250,8
120429.73950,484485.51065,2
120458.17246,484467.31312,2
120445.92830,484466.51507,4
120516.74637,484400.04138,6
120516.44161,484377.22175,4
120480.04111,484439.90121,2
120488.38224,484414.52454,4
120566.97441,484337.44969,4
120585.58162,484311.61473,2
120568.67148,484313.86877,4
120609.91310,484281.21406,4
120596.87834,484278.83493,4
120627.20181,484259.69431,6
120625.93831,484242.85382,4
120748.26528,484184.58746,2
120749.07620,484197.35916,4
120662.89752,484209.57992,4
120663.88086,484222.46082,4
120709.04956,484191.19518,2
120699.56504,484205.80916,4
120374.27267,484888.30488,8
120364.63233,484918.30188,6
120382.13844,484914.43837,8
120389.61276,484939.38542,6
120373.88857,484949.04509,6
120202.92689,484460.39084,4
120236.11578,484496.89270,2
120246.11275,484594.98849,8
120236.34895,484604.64359,4
120229.44242,484538.73631,2
120239.60480,484528.86281,6
120242.74236,484561.28215,4
120233.14312,484571.97818,6
120243.00793,484675.10305,2
120239.42683,484640.29686,2
120298.07070,484696.17522,2
120286.20483,484686.07367,2
120331.55535,484821.93464,2
120341.37143,484814.90712,8
120314.78807,484797.18764,2
120323.64410,484788.95455,8
120260.82131,484723.09709,4
120272.41230,484739.89382,2
120287.87772,484738.50885,6
120308.77655,484767.21690,6
120286.66264,484761.73360,6
120285.38983,486949.53685,2
120271.93774,486981.38198,2
120287.98653,486574.86756,4
120406.48235,486709.06524,2
120429.67667,486615.02790,2
120416.06853,486660.30315,2
120434.71757,486642.83217,6
120421.06770,486639.80511,4
120441.59107,486560.22442,2
120451.26462,486574.19680,10
120458.55520,486539.63564,8
120464.20746,486517.43704,6
120481.44584,486243.06329,2
120498.06965,486258.85686,6
120375.74709,485453.69161,4
120430.58601,485491.19382,2
120416.16946,485477.20648,2
120711.91789,486179.60194,2
120724.12225,486184.02034,4
120766.52128,486150.73098,2
120768.15699,486135.83280,4
120227.35172,485646.98755,2
120222.53260,485654.22898,2
120354.53477,485674.11098,2
120263.47448,485671.81983,4
120324.99652,485699.72472,4
120287.81630,485673.05828,2
120311.03397,485681.13888,2
120296.70516,485686.26008,2
120386.47276,485733.46931,2
120381.11715,485708.63425,4
120570.48002,485809.71313,2
120564.44010,485787.14091,4
120526.28079,485790.68666,2
120518.06194,485767.34562,4
120433.89520,485751.13190,4
120425.92444,485727.72852,4
120480.94114,485771.33503,2
120467.54462,485745.63986,4
120621.94590,485831.67408,4
120682.89997,485882.49657,2
120666.67504,485850.91430,6
120627.64591,486051.01229,2
120636.38635,486031.54464,4
120660.95683,485928.71227,2
120664.43058,485926.44443,4
120669.07336,485955.54949,2
120654.38007,485989.71361,4
120661.42319,485973.56999,4
119630.22613,482813.67785,2
120579.18776,482809.92594,2
120480.46336,482810.86092,2
120462.84336,482800.62962,2
120447.67064,482812.32195,4
120509.46679,482801.26667,2
120534.52779,482810.02049,4
120676.65164,482809.34214,4
120655.25727,482799.06791,2
120644.60643,482808.89745,4
120782.49401,482808.82636,4
120726.66030,482809.15582,2
120754.34175,482798.98474,4
120905.45340,482798.52307,4
120869.75675,482808.22907,4
120825.33816,482808.70455,2
120843.27563,482808.53362,2
120853.84367,482798.52170,6
121407.23376,481928.97396,4
121407.86329,481898.51613,2
121429.93198,481812.47535,3
121424.43497,481810.90664,4
121416.95493,481839.14589,2
121422.12122,481840.88472,4
121416.84261,481869.44762,2
121411.08957,481869.39324,4
121446.20995,481755.25363,2
121451.23163,481756.83454,4
121440.52104,481784.80477,2
121435.23398,481782.76717,4
121723.40605,481575.49803,2
121671.21801,481578.63556,2
121601.81733,481603.98007,2
121622.44081,481591.01756,2
121646.55240,481588.76240,2
121486.23818,481696.41620,4
121500.12693,481672.63454,2
121519.20286,481657.87416,2
121533.43426,481636.31414,2
121556.37938,481624.97435,2
121067.24069,482007.22960,2
121065.36278,482017.96469,2
120860.84919,482012.98779,2
120846.54426,482002.42121,8
120986.93861,482008.36416,4
120935.09619,482014.81445,6
120945.99368,482003.81022,2
120948.12023,482005.77865,4
120592.80872,482006.49636,4
120581.32538,481996.16029,2
120584.77608,481994.54315,4
120690.12920,481994.71575,2
120684.89985,481996.89617,2
120682.52754,481998.51508,2
120719.87297,481991.20618,2
120724.14055,481998.64860,6
119564.49549,481869.89466,4
119590.13390,481869.68174,4
119509.51818,481870.13708,4
119536.83482,481870.13818,4
119909.38008,481979.50228,2
119916.55528,481976.89161,2
119914.13879,481971.30816,2
119845.10814,481988.62136,8
119790.17421,481976.91083,2
119776.74794,481986.95422,2
119773.26496,481987.21707,4
120308.28349,481999.63149,2
120326.90421,481985.61993,3
120053.49110,481978.16881,2
120174.38642,481979.28337,2
120113.96578,481994.97173,4
123841.63186,480254.18153,2
123481.21990,481549.19155,2
123523.71885,481523.89862,2
123525.68633,481527.49791,2
123272.68077,481686.29092,2
123275.08844,481689.57660,2
123312.93387,481657.26256,2
123315.78536,481660.23721,2
123016.92574,481840.22459,2
123234.16671,481719.20150,2
123232.09890,481715.55653,2
123191.53672,481745.01326,2
123193.99520,481748.39107,2
123151.42695,481774.18859,2
123153.69646,481777.62376,2
123110.93278,481803.63534,2
123109.06171,481800.02301,4
123064.38339,481824.57227,2
123063.79984,481820.43189,4
129338.26304,485037.22425,2
122657.03723,487118.90088,4
122526.18277,487198.45263,2
122515.25090,487190.91340,2
123001.49831,489563.30990,2
123013.27927,489570.39384,2
122998.85159,489478.40631,4
123003.39753,489478.32309,4
122975.44687,489389.79125,2
122980.92371,489389.01633,2
122990.37838,489445.04307,2
122990.14151,489427.47870,2
122983.84813,489420.44299,4
123040.07509,489672.59923,2
123045.70885,489690.23862,2
123051.52445,489776.55962,2
123050.49042,489813.73977,2
123076.70129,489934.40030,2
123012.61794,490147.31055,2
122998.00277,490157.35012,2
123054.26679,490043.47053,4
123040.41947,490094.65798,2
123036.19964,490093.75685,2
122727.66580,489078.41408,6
122735.46842,489080.97022,8
122744.00001,489031.82559,6
122748.50653,489048.63637,5
122585.44107,489341.11919,2
122566.88523,489353.91658,4
122526.54302,489340.70047,4
122502.54372,489336.23203,4
124323.41961,487852.23774,2
124375.70534,487809.19292,2
124366.41001,487846.42088,2
124356.72899,487830.81248,4
124574.15465,487772.25769,2
124598.72164,487781.67364,4
124819.73444,487792.58660,2
124790.42717,487783.40257,4
123286.50266,487671.50352,6
123276.79573,487594.53012,2
123251.69239,487529.15728,4
124033.54108,487068.95218,2
124023.66475,487136.90286,2
124034.91856,487119.06668,2
124026.97074,487114.02931,2
123991.95438,487184.56150,2
124017.70661,487167.62556,4
123730.97915,487098.56398,2
123723.69928,487103.03997,2
123704.29148,487122.10274,2
123714.54399,487111.77827,2
123713.93069,487115.82017,2
123692.02154,487135.54995,4
123681.44047,487146.15233,4
123671.39329,487156.18648,4
123864.80496,487058.16771,2
123840.52897,487195.70687,4
123882.94383,488693.05935,6
123905.36630,488680.54474,6
123924.98882,488692.67510,4
123931.36533,488688.42645,4
123545.10876,488908.20041,6
123576.09534,488888.44371,6
123609.93792,488857.82462,2
123614.12148,488864.13913,10
123721.73192,488786.57958,2
123725.84071,488792.85652,4
123688.91632,488816.34442,6
123683.96036,488810.60659,4
123647.24757,488833.87853,4
123656.00033,488837.48281,8
123763.38269,488760.08559,2
123767.47017,488766.41534,8
123806.60018,488741.61877,4
123841.02491,488719.75943,4
123837.03797,488713.26652,4
123538.33695,489360.60294,6
123527.70049,489302.26921,4
123511.45379,489292.47656,2
123518.22474,489297.92335,4
123515.41128,489294.47192,2
123513.50989,489297.80765,2
124989.28070,489310.89117,2
124421.01483,489962.60894,4
124441.25697,489948.91834,4
124437.68678,489943.65472,4
124457.69504,489930.01831,2
124459.14735,489936.75352,4
124704.89588,489909.03117,4
124642.54475,489900.17203,2
124599.90021,489935.78796,2
124616.63786,489924.73286,2
123850.95744,490075.72031,4
123860.13352,490083.93151,4
123970.35778,490226.47521,2
123925.15319,490165.31454,2
123915.54984,490157.31649,5
124236.78545,489811.68856,4
124237.92104,489818.56541,4
124212.58120,489835.32993,4
124205.40666,489832.46062,4
124088.32666,489982.24190,2
124201.61511,490059.12458,2
124205.09657,490064.78057,2
124153.63487,490079.14608,2
124152.92521,490088.40910,2
118148.38554,480808.12691,2
119203.60913,482992.47057,2
119231.67717,482992.43618,2
118675.48980,482326.21613,2
118674.74470,482446.57531,2
118674.61655,482542.25159,2
118694.97578,482574.61005,2
118722.99425,482588.69922,4
118757.70896,482602.49603,2
118806.11241,482615.49837,2
118790.49739,482611.99964,2
118798.25666,482600.94142,2
118710.99746,481721.99235,2
119487.68200,481870.24541,4
119488.36487,481863.75180,4
119459.60238,481863.80861,4
119458.94606,481870.48048,4
119422.24284,481864.03898,2
119434.40656,481870.24828,4
119023.51939,481865.90612,2
119052.39063,481866.02953,2
119052.62659,481872.27609,4
118914.31957,481862.98135,4
118943.53597,481872.77914,4
118952.51812,481864.40736,8
118990.42998,481872.26225,4
118975.20756,481865.91885,2
118971.91246,481864.88546,2
119092.27572,481872.12461,4
119092.78835,481865.57407,4
119133.95115,481865.40398,4
119128.38487,481872.13602,6
119270.90019,481871.27819,2
119273.50543,481864.71243,4
119173.63329,481865.06199,4
119174.31340,481871.72120,2
119179.17284,481872.99080,2
119193.34688,481871.59891,4
119190.54933,481865.03584,4
119219.96629,481871.29375,2
119219.38549,481864.89991,3
119242.90262,481864.80630,2
119243.65863,481871.36653,4
119310.48594,481871.01916,4
119314.15370,481864.59307,4
119380.23575,481870.69055,4
119380.91963,481864.24828,4
119352.99293,481870.78344,2
119350.90251,481864.33655,4
125807.26226,480782.97531,6
125803.02674,480779.53485,4
125823.65678,480734.20247,7
125829.00832,480736.33810,8
125821.12283,480688.93009,4
125827.03078,480685.58219,6
125616.94568,479107.80068,2
125619.73981,479102.52109,4
125568.15660,479074.40452,4
125565.85811,479079.39156,10
125537.52334,479057.08903,4
125535.19383,479062.57868,4
125544.66851,479082.72872,2
125539.37494,479079.94873,4
124601.94613,482066.69730,2
124640.66215,482102.10903,2
125032.07511,478398.01323,2
125028.15146,478393.58121,2
125046.91485,478385.53849,2
125044.08687,478380.83671,4
125060.88123,478378.17545,2
125064.00892,478373.16024,4
125488.30217,479172.50913,4
125493.70620,479174.11076,6
125202.00569,479101.39377,2
125204.92842,479096.99555,2
125202.23398,479094.28476,2
125192.23016,479081.93956,2
125199.67149,479080.01686,4
125308.53974,479085.41018,4
125303.43102,479083.20727,4
125285.26903,479127.62230,4
125281.34155,479123.93146,4
125263.11823,479128.71746,2
125260.55892,479133.52211,4
125271.90015,479178.44615,4
125274.53916,479173.77608,4
125270.23663,479155.04793,4
125265.18266,479152.40167,4
125329.84482,479204.25916,2
125327.09818,479209.13117,4
125342.24975,479211.20466,2
125339.56295,479216.10092,3
125395.04681,479246.81332,4
125448.94232,479255.24585,6
125443.79932,479253.16375,6
125429.80901,479266.13244,2
125425.52942,479257.30974,4
125228.43441,479016.56344,2
125233.36325,479019.17910,4
125242.49093,478991.03961,4
125247.63411,478993.61085,4
125339.50154,479029.75428,4
125334.47491,479027.11370,4
125492.10968,479032.17906,4
125464.61964,479023.34579,6
125467.09879,479018.41422,8
125415.87532,478990.05167,6
125426.20833,479002.13927,8
125382.43233,478978.10541,2
125356.44419,478963.51257,2
125358.94370,478958.19706,4
125352.16565,478986.47340,2
125360.49364,478980.23604,2
125365.24659,478983.25555,4
125250.57384,478842.04291,4
125245.57067,478839.80605,4
125240.02636,478898.98008,4
125242.52426,478893.95862,4
125224.06963,478878.34469,2
125232.94769,478873.76120,4
125305.46019,478877.01986,2
125300.63499,478927.15248,2
125304.68869,478935.01117,4
125264.57151,478931.89168,2
125274.70933,478932.58538,2
125279.53444,478935.52410,4
125272.72479,478910.81265,4
125270.59207,478915.81235,4
125289.13494,478906.05164,2
125293.72400,478909.76380,4
125272.18187,478791.66431,4
125274.63581,478798.15454,4
125291.55188,478791.69296,2
125289.41810,478784.34487,4
125364.79549,478769.13620,2
125369.88024,478771.83545,4
125332.44254,478827.91424,2
125337.40503,478830.46416,2
125329.47650,478806.46276,4
125326.71195,478811.23574,6
125346.11260,478803.30722,3
125350.95263,478805.71403,4
117691.36925,484472.08965,6
117669.35301,484473.05869,4
117671.47466,484515.26556,2
117669.78996,484494.27668,6
117684.78935,484501.23300,4
117689.77664,484495.03073,11
116829.23956,485845.27009,2
116876.66090,485850.13737,2
116646.99389,484958.70273,2
116651.04726,484935.93761,2
116200.25983,485452.87334,2
116200.72984,485468.00551,2
116210.44091,485466.73889,8
116016.73705,485404.35936,8
116107.02042,485422.97450,2
116090.78796,485428.17024,8
121525.59408,490746.08583,4
122935.39736,493900.63573,2
122990.05943,493901.11381,2
122994.55669,493896.69315,2
122961.66551,493902.98500,2
122966.37746,493898.64652,2
122256.85804,493257.30970,2
122247.88996,493290.46188,2
122253.53327,493291.02056,2
122393.29038,492673.03613,2
122397.60266,492671.34273,2
121790.68340,492541.18535,4
121777.77116,492536.70302,6
121676.20463,492532.46457,6
121712.17543,492544.67442,8
121735.12708,492538.22529,2
121727.91793,492539.54962,4
121515.12910,492477.43606,2
121575.16146,492498.68553,2
121588.98991,492508.42198,4
122299.25290,492543.82867,6
122305.33785,492548.59505,6
122220.31554,492539.42582,4
122251.87210,492545.63620,6
122155.78996,492509.85835,4
122148.15581,492496.39647,6
122102.40167,492483.34581,2
122081.40200,492486.72432,2
121908.94852,492532.58878,4
121991.90720,492522.37765,4
125801.82385,489481.98792,2
120007.25757,483127.52484,5
120027.23690,483127.20174,4
120119.13401,483127.04630,2
120077.14487,483127.13493,4
119876.20457,483128.19743,2
119825.71523,483128.31410,2
119796.76454,483128.54393,4
120003.92893,484451.82465,8
120013.42629,484435.11850,10
120063.03786,484439.27986,8
120054.19176,484450.38644,6
120202.86083,484460.22636,2
120177.54921,484440.56462,4
120153.31421,484457.72853,8
120103.53994,484453.08300,6
120128.57642,484441.82294,4
119841.63703,484424.30453,10
119845.99816,484440.97558,8
119882.04604,484425.19364,6
119893.53501,484445.20798,6
119964.15919,484430.70311,6
119937.86409,484448.29317,8
119920.46804,484427.61886,6
119792.03881,484424.32945,6
119798.82125,484436.43062,8
119750.22838,484433.52446,6
119742.47221,484421.70213,6
119657.31963,484430.12849,8
119692.49201,484418.80669,8
119703.14802,484431.00435,6
119767.29574,485127.85131,4
119786.20028,485059.26684,2
119784.37681,485092.32066,6
120185.34729,485629.00266,2
120181.97534,485636.83319,4
120136.61389,485617.15560,2
120106.57845,485604.47179,4
120051.27958,485570.53510,2
120047.48922,485578.54557,4
120023.04298,485558.52069,2
120019.60141,485566.30867,4
119997.44572,485547.36773,2
119996.81191,485556.16499,4
119843.85764,485489.76093,4
119869.52156,485491.84868,2
119867.68123,485500.06640,4
119948.80982,485526.30780,2
119945.88149,485534.19157,4
119914.08395,485511.20230,2
119910.86038,485518.95346,4
119516.44266,485256.00768,2
119514.00852,485265.70424,6
119776.95403,485460.50652,2
119742.66621,485436.38595,2
119739.22880,485444.21735,4
119697.97755,485417.30146,4
119695.06369,485424.94700,4
119654.53860,485407.51340,2
119657.18885,485399.37960,4
119576.18698,485287.48671,4
119612.31034,485321.12215,6
119625.93278,485354.89786,2
119616.48608,485360.75454,4
119544.09344,486065.09798,2
119599.40279,486085.50509,4
119539.15639,486346.54331,4
119556.20662,486325.13108,4
119553.39885,486316.16930,2
119556.03191,486312.32330,4
119601.95846,486200.60713,4
119573.47282,486280.78686,2
119593.42896,486231.61003,2
119580.08687,486253.71821,4
119642.20115,486114.02466,2
119624.46990,486146.28420,2
119621.83807,486163.10664,4
120117.91418,486231.07730,2
120034.52669,486106.92620,4
120032.23633,486122.75976,2
120025.77110,486134.07648,2
119816.67292,486177.53354,2
119905.56714,486214.34749,2
119980.31695,486245.67997,4
119819.05790,486904.91938,2
119777.58814,486882.39822,2
119974.38150,486739.33110,2
119943.02001,486736.22424,4
119946.75090,486726.80305,4
120002.38875,486752.98588,4
120002.59780,486761.22440,2
119999.35598,486760.79938,6
120011.06836,486777.11821,2
120026.67256,486764.47932,4
120022.75694,486771.71624,4
120182.54429,486839.69926,2
120186.66509,486831.63611,2
120163.82953,486831.29319,4
120167.93558,486821.48855,4
120110.28302,486799.68725,5
120113.84060,486805.95445,2
120107.37078,486807.46300,8
120134.96889,486819.23727,6
120138.42056,486810.92430,6
120055.14732,486776.92787,4
120051.92840,486784.64224,6
120082.12354,486788.12857,4
120078.54919,486795.68181,5
119803.38290,486673.22836,2
119815.06187,486669.78820,2
119820.97360,486666.13734,6
119855.87654,486682.53274,6
119893.63400,486699.99573,4
119889.93720,486700.37284,4
118391.30808,487205.11886,4
118383.24184,487232.54793,2
118375.08481,487257.87964,2
118432.57493,487006.89388,2
118408.58807,487041.67572,2
118752.01308,488211.94940,2
118759.92736,488221.74913,2
118757.54222,488217.55697,4
118714.23668,488235.85228,4
118726.34087,488248.36257,6
119372.22970,487623.70336,2
119449.32534,487047.61229,6
119415.65110,487067.69920,4
119400.03552,487057.40798,6
122454.95083,487094.66792,2
122434.35900,487073.84718,4
122419.97433,487060.20688,6
122389.80355,487038.12548,2
122402.77266,487007.52845,2
122404.90720,487005.50931,2
121517.98801,487235.11439,2
121484.76006,487251.55274,4
121358.81890,487376.35082,6
121343.13243,487336.03310,4
121090.78947,487371.17886,2
121052.53075,487390.47824,2
121049.98671,487374.57801,6
121080.46834,487388.10026,6
121069.79872,487372.96694,6
121127.45454,487285.86611,2
121177.39926,487306.40890,2
121190.35427,487331.77198,2
121187.47466,487350.26870,2
121300.62195,487626.48909,2
121500.17007,487870.89046,4
121501.12703,487840.36465,4
121457.85631,487788.62005,2
121442.27905,487777.62965,2
121344.58522,487678.50251,2
121364.27180,487767.61480,2
121397.29225,487736.62463,2
121384.02431,487722.96045,2
121237.48337,488424.71057,2
121598.62187,488084.22184,2
121041.03891,488471.45517,8
121378.65558,488095.62240,2
121380.57891,488093.83957,4
121397.54712,488077.61291,2
121399.81069,488075.23202,2
121427.19207,488050.90489,2
121419.35710,488060.44285,2
121416.31936,488059.95423,4
121006.69713,488386.27262,6
121061.80936,488335.16806,7
121082.69652,488316.85029,2
121079.64508,488318.28254,4
121025.30550,488369.08068,2
121042.93083,488352.78103,4
121132.70072,488268.48830,2
121153.31214,488249.06541,8
121290.54665,488157.14763,2
121311.56635,488147.78429,6
121231.10961,488182.91339,6
121255.25782,488172.18194,7
121181.63593,488222.12974,4
121201.57133,488203.34610,6
122429.37557,487645.92740,2
122443.04735,487645.29629,2
121978.33187,487835.30234,2
122006.76452,487703.86341,2
122044.67385,490352.05179,2
122418.89803,488973.14582,2
122443.68819,489023.24043,2
122502.57625,489335.75512,2
122472.67529,489335.33946,4
122452.22253,489336.79521,4
122428.29756,489343.00819,6
122386.81600,489362.70359,2
122405.60868,489351.84105,2
122329.12634,489413.14414,8
122364.93023,489379.73097,4
122346.99540,489396.13477,6
121925.88681,489708.58583,8
122019.50467,489616.52022,4
122012.75461,489611.49468,6
122044.54832,489635.04466,8
122066.92709,489630.87430,12
122017.96691,489661.25421,6
121987.16885,489668.18154,2
121969.32521,489690.61211,6
122173.62898,489114.29176,2
122162.56604,489123.71507,8
122103.90171,489330.71925,2
122111.22225,489277.66966,8
122136.51122,489211.44555,8
122129.59044,489243.57561,4
122077.88266,489418.11591,2
122078.51553,489388.71333,11
122054.33053,489471.94165,4
122039.50531,489520.92554,12
122047.68134,489512.33298,2
122050.99749,489509.78044,4
