pano_id,center_bbox
TMX7316010203-001203_pano_0000_003095,426.81
TMX7316010203-001524_pano_0000_001896,1089.78
TMX7316010203-001617_pano_0009_000086,1590.99
TMX7316010203-001197_pano_0000_003595,356.48
TMX7316010203-001197_pano_0000_003595,107.43
TMX7316010203-001617_pano_0009_000225,815.91
TMX7316010203-001621_pano_0001_000003,568.39
TMX7316010203-001194_pano_0000_003536,725.48
TMX7316010203-001197_pano_0000_003584,1352.61
TMX7316010203-001475_pano_0004_000032,755.57
TMX7316010203-001475_pano_0004_000041,469.81
TMX7316010203-001617_pano_0009_000137,1246.89
TMX7316010203-001475_pano_0004_000012,1059.86
TMX7316010203-001475_pano_0004_000254,1164.82
TMX7316010203-001524_pano_0000_001917,1147.0
TMX7316010203-001524_pano_0000_001927,302.7
TMX7316010203-001194_pano_0000_003537,380.58
TMX7316010203-001194_pano_0000_003537,1521.98
TMX7316010203-001197_pano_0000_003582,1863.39
TMX7316010203-001197_pano_0000_003582,903.81
TMX7316010203-001475_pano_0004_000255,726.31
TMX7316010203-001524_pano_0000_001878,775.44
TMX7316010203-001524_pano_0000_001907,362.37
TMX7316010203-001621_pano_0001_000016,348.28
TMX7316010203-001475_pano_0004_000238,1378.43
TMX7316010203-001524_pano_0000_001888,329.24
TMX7316010203-001617_pano_0009_000099,806.84
TMX7316010203-001617_pano_0009_000138,809.68
TMX7316010203-001191_pano_0000_002098,1411.71
TMX7316010203-001475_pano_0004_000031,983.36
TMX7316010203-001475_pano_0004_000095,1747.39
TMX7316010203-001524_pano_0000_001851,872.29
TMX7316010203-001524_pano_0000_001897,1439.29
TMX7316010203-001524_pano_0000_001929,1764.92
TMX7316010203-001617_pano_0009_000100,656.97
TMX7316010203-001621_pano_0001_000015,438.42
TMX7316010203-001475_pano_0004_000107,886.75
TMX7316010203-001475_pano_0004_000097,404.76
TMX7316010203-001475_pano_0004_000118,254.64
TMX7316010203-001475_pano_0004_000237,1931.98
TMX7316010203-001524_pano_0000_001935,916.07
TMX7316010203-001617_pano_0009_000109,451.57
TMX7316010203-001475_pano_0004_000030,1223.0
TMX7316010203-001524_pano_0000_001918,1368.73
TMX7316010203-001524_pano_0000_001928,90.08
TMX7316010203-001524_pano_0000_001934,680.38
TMX7316010203-001617_pano_0009_000128,440.55
TMX7316010203-001617_pano_0009_000223,1355.06
TMX7316010203-001621_pano_0001_000027,1738.0
TMX7316010203-001197_pano_0000_003571,1211.99
TMX7316010203-001475_pano_0004_000275,726.96
TMX7316010203-001524_pano_0000_001404,711.76
TMX7316010203-001524_pano_0000_001879,1185.35
TMX7316010203-001617_pano_0009_000088,383.66
TMX7316010203-001475_pano_0004_000018,1605.06
TMX7316010203-001475_pano_0004_000096,1923.94
TMX7316010203-001475_pano_0004_000108,690.14
TMX7316010203-001475_pano_0004_000256,1614.43
TMX7316010203-001475_pano_0004_000257,1712.74
TMX7316010203-001524_pano_0000_001936,1260.42
TMX7316010203-001617_pano_0009_000098,1128.98
TMX7316010203-001617_pano_0009_000136,1418.89
TMX7316010203-001475_pano_0003_000754,1720.02
TMX7316010203-001475_pano_0004_000040,153.68
TMX7316010203-001617_pano_0009_000107,1929.84
TMX7316010203-001197_pano_0000_003598,1488.0
TMX7316010203-001197_pano_0000_003598,1218.42
TMX7316010203-001197_pano_0000_003599,1583.53
TMX7316010203-001524_pano_0000_001895,830.79
TMX7316010203-001524_pano_0000_001909,1738.03
TMX7316010203-001197_pano_0000_003596,1913.68
TMX7316010203-001197_pano_0000_003596,575.99
TMX7316010203-001475_pano_0004_000088,1418.34
TMX7316010203-001475_pano_0004_000089,1117.19
TMX7316010203-001475_pano_0004_000098,524.38
TMX7316010203-001524_pano_0000_001402,1578.17
TMX7316010203-001524_pano_0000_001873,1428.28
TMX7316010203-001524_pano_0000_001890,1838.57
TMX7316010203-001617_pano_0009_000126,1824.96
TMX7316010203-001617_pano_0009_000127,118.56
TMX7316010203-001621_pano_0001_000013,1324.62
TMX7316010203-001475_pano_0004_000027,554.94
TMX7316010203-001475_pano_0004_000039,1694.72
TMX7316010203-001475_pano_0004_000270,1928.85
TMX7316010203-001524_pano_0000_001880,1398.57
TMX7316010203-001617_pano_0009_000108,320.97
TMX7316010203-001617_pano_0009_000119,1279.25
TMX7316010203-001617_pano_0009_000224,1134.02
TMX7316010203-001617_pano_0009_000227,1630.83
TMX7316010203-001475_pano_0003_000876,1115.43
TMX7316010203-001475_pano_0004_000013,776.98
TMX7316010203-001617_pano_0009_000106,1713.46
TMX7316010203-001617_pano_0009_000139,638.44
TMX7316010203-001194_pano_0000_003535,1369.38
TMX7316010203-001194_pano_0000_003535,490.27
TMX7316010203-001195_pano_0000_001519,1491.22
TMX7316010203-001197_pano_0000_003597,1582.41
TMX7316010203-001197_pano_0000_003597,1099.1
TMX7316010203-001475_pano_0004_000019,1851.56
TMX7316010203-001475_pano_0004_000020,344.18
TMX7316010203-001475_pano_0004_000106,1267.58
TMX7316010203-001617_pano_0009_000120,932.73
TMX7316010203-001621_pano_0001_000028,1563.56
TMX7316010203-001197_pano_0000_003583,1051.23
TMX7316010203-001197_pano_0000_003583,1549.11
TMX7316010203-001475_pano_0003_000877,771.28
TMX7316010203-001475_pano_0004_000090,843.69
TMX7316010203-001524_pano_0000_001877,639.87
TMX7316010203-001524_pano_0000_001906,468.38
TMX7316010203-001475_pano_0004_000258,61.37
TMX7316010203-001524_pano_0000_001916,728.74
