pano_id,center_bbox
TMX7316010203-001168_pano_0000_001009,986.34
TMX7316010203-001181_pano_0000_002840,613.61
TMX7316010203-001181_pano_0000_003490,1595.81
TMX7316010203-001181_pano_0000_003593,1468.68
TMX7316010203-001184_pano_0000_002606,1211.94
TMX7316010203-001527_pano_0000_000567,1497.66
TMX7316010203-001536_pano_0000_000252,189.77
TMX7316010203-001536_pano_0000_000252,995.2
TMX7316010203-001536_pano_0000_000380,1240.01
TMX7316010203-001536_pano_0000_000532,1004.79
TMX7316010203-001536_pano_0000_000541,396.62
TMX7316010203-001538_pano_0001_000244,1027.91
TMX7316010203-001552_pano_0001_000308,1460.31
TMX7316010203-001641_pano_0002_000035,322.32
TMX7316010203-001168_pano_0000_000997,1864.84
TMX7316010203-001181_pano_0000_002827,1190.71
TMX7316010203-001181_pano_0000_003010,869.63
TMX7316010203-001184_pano_0000_001158,479.36
TMX7316010203-001530_pano_0000_000773,957.13
TMX7316010203-001538_pano_0001_000263,1829.45
TMX7316010203-001538_pano_0001_000294,1678.97
TMX7316010203-001538_pano_0001_000632,1579.4
TMX7316010203-001538_pano_0001_000632,1513.71
TMX7316010203-001552_pano_0001_000349,1546.5
TMX7316010203-001552_pano_0001_000357,1547.62
TMX7316010203-001552_pano_0001_000357,1281.78
TMX7316010203-001552_pano_0001_000360,321.9
TMX7316010203-001168_pano_0000_001003,1849.6
TMX7316010203-001168_pano_0000_001003,998.39
TMX7316010203-001168_pano_0000_001019,228.57
TMX7316010203-001168_pano_0000_001019,996.48
TMX7316010203-001168_pano_0000_001019,141.28
TMX7316010203-001181_pano_0000_002830,1892.63
TMX7316010203-001181_pano_0000_002830,67.53
TMX7316010203-001181_pano_0000_002830,413.48
TMX7316010203-001181_pano_0000_002845,1247.21
TMX7316010203-001181_pano_0000_002904,99.56
TMX7316010203-001181_pano_0000_002924,116.44
TMX7316010203-001181_pano_0000_002937,403.39
TMX7316010203-001527_pano_0000_000562,1814.08
TMX7316010203-001527_pano_0000_000563,1555.8
TMX7316010203-001536_pano_0000_000242,684.41
TMX7316010203-001536_pano_0000_000251,438.49
TMX7316010203-001536_pano_0000_000395,1243.2
TMX7316010203-001536_pano_0000_000437,741.82
TMX7316010203-001538_pano_0001_000292,990.76
TMX7316010203-001552_pano_0001_000331,1609.15
TMX7316010203-001181_pano_0000_003458,1900.87
TMX7316010203-001181_pano_0000_003592,1677.25
TMX7316010203-001530_pano_0000_000785,1876.15
TMX7316010203-001536_pano_0000_000248,1438.05
