pano_id,center_bbox
TMX7316010203-001310_pano_0000_000275,1524.58
TMX7316010203-001311_pano_0000_000188,298.4
TMX7316010203-001310_pano_0000_000277,501.81
TMX7316010203-001306_pano_0000_003905,501.58
TMX7316010203-001316_pano_0000_006035,467.36
TMX7316010203-001316_pano_0000_006009,487.24
TMX7316010203-001306_pano_0000_003906,713.05
TMX7316010203-001306_pano_0000_003907,1213.45
TMX7316010203-001316_pano_0000_006051,481.12
TMX7316010203-001523_pano_0000_005169,929.16
TMX7316010203-001523_pano_0000_005171,94.21
TMX7316010203-001523_pano_0000_005166,1224.21
TMX7316010203-001523_pano_0000_005166,1633.85
TMX7316010203-001523_pano_0000_005167,1707.14
TMX7316010203-001306_pano_0000_003881,940.77
TMX7316010203-001306_pano_0000_003922,889.43
TMX7316010203-001316_pano_0000_006013,1328.28
TMX7316010203-001306_pano_0000_003923,1244.35
TMX7316010203-001306_pano_0000_003880,555.82
TMX7316010203-001306_pano_0000_003882,1266.98
TMX7316010203-001306_pano_0000_003921,557.13
TMX7316010203-001316_pano_0000_006039,1342.9
TMX7316010203-001306_pano_0000_003908,1312.48
TMX7316010203-001306_pano_0000_003920,481.41
TMX7316010203-001306_pano_0000_003883,1330.24
TMX7316010203-001306_pano_0000_003924,1317.57
TMX7316010203-001306_pano_0000_003879,477.25
TMX7316010203-001310_pano_0000_000285,1253.57
TMX7316010203-001311_pano_0000_000193,664.61
TMX7316010203-001311_pano_0000_000187,708.93
TMX7316010203-001311_pano_0000_000185,1961.96
TMX7316010203-001310_pano_0000_000278,509.16
TMX7316010203-001310_pano_0000_000287,734.89
TMX7316010203-001310_pano_0000_000286,1007.8
TMX7316010203-001316_pano_0000_002785,1002.0
TMX7316010203-001316_pano_0000_006052,573.5
TMX7316010203-001316_pano_0000_006053,1020.5
TMX7316010203-001316_pano_0000_002632,1281.0
TMX7316010203-001316_pano_0000_006011,935.0
TMX7316010203-001316_pano_0000_006037,1007.5
TMX7316010203-001316_pano_0000_002633,926.0
TMX7316010203-001316_pano_0000_006012,1261.5
TMX7316010203-001316_pano_0000_006010,567.5
TMX7316010203-001316_pano_0000_006054,1283.0
TMX7316010203-001316_pano_0000_005689,1455.5
TMX7316010203-001316_pano_0000_002786,635.5
TMX7316010203-001316_pano_0000_006038,1296.5
TMX7316010203-001316_pano_0000_002631,1680.0
TMX7316010203-001316_pano_0000_002784,1264.0
TMX7316010203-001316_pano_0000_006036,535.5
