pano_id,center_bbox
TMX7316010203-001517_pano_0000_000069,1847.93
TMX7316010203-001307_pano_0001_000568,104.15
TMX7316010203-001517_pano_0000_000045,928.62
TMX7316010203-001305_pano_0000_007951,173.9
TMX7316010203-001517_pano_0000_000046,958.17
TMX7316010203-001517_pano_0000_000027,1797.99
TMX7316010203-001517_pano_0000_000025,936.79
TMX7316010203-001517_pano_0000_000028,1862.33
TMX7316010203-001305_pano_0000_007948,508.82
TMX7316010203-001517_pano_0000_000048,1852.23
TMX7316010203-001307_pano_0001_000571,1018.81
TMX7316010203-001307_pano_0001_000570,1297.98
TMX7316010203-001307_pano_0001_000570,624.54
TMX7316010203-001305_pano_0000_007949,807.84
TMX7316010203-001517_pano_0000_000070,1864.25
TMX7316010203-001517_pano_0000_000067,921.66
TMX7316010203-001307_pano_0000_001876,1795.5
TMX7316010203-001307_pano_0000_001857,1861.5
TMX7316010203-001307_pano_0000_001971,1570.5
TMX7316010203-001305_pano_0000_007950,66.5
TMX7316010203-001307_pano_0000_001970,1054.0
TMX7316010203-001307_pano_0000_001856,1818.0
TMX7316010203-001307_pano_0001_000569,427.0
TMX7316010203-001307_pano_0001_000569,1579.5
TMX7316010203-001307_pano_0000_001972,1789.5
TMX7316010203-001307_pano_0000_001874,949.5
TMX7316010203-001307_pano_0000_001969,964.0
TMX7316010203-001307_pano_0000_001854,963.5
