pano_id,center_bbox
TMX7316010203-001140_pano_0000_000586,1875.65
TMX7316010203-001140_pano_0000_002352,1792.97
TMX7316010203-001140_pano_0000_002352,276.94
TMX7316010203-001151_pano_0000_000955,349.19
TMX7316010203-001151_pano_0000_000955,186.02
TMX7316010203-001151_pano_0000_000941,1064.36
TMX7316010203-001151_pano_0000_000941,1371.96
TMX7316010203-001151_pano_0000_000969,704.05
TMX7316010203-001482_pano_0000_000106,471.15
TMX7316010203-001151_pano_0000_000376,916.16
TMX7316010203-001151_pano_0000_000376,1584.44
TMX7316010203-001140_pano_0000_002568,862.58
TMX7316010203-001140_pano_0000_002569,352.76
TMX7316010203-001140_pano_0000_002555,914.2
TMX7316010203-001151_pano_0000_000388,1319.03
TMX7316010203-001151_pano_0000_000377,1333.42
TMX7316010203-001151_pano_0000_000377,1151.34
TMX7316010203-001482_pano_0000_000107,846.81
TMX7316010203-001482_pano_0000_000067,644.29
TMX7316010203-001151_pano_0000_000968,1100.05
TMX7316010203-001151_pano_0000_000940,181.47
TMX7316010203-001140_pano_0000_002353,1909.77
TMX7316010203-001151_pano_0000_000954,597.32
TMX7316010203-001151_pano_0000_000954,61.95
TMX7316010203-001140_pano_0000_000585,1687.79
TMX7316010203-001140_pano_0000_000585,319.46
TMX7316010203-001135_pano_0000_000818,862.08
TMX7316010203-001151_pano_0000_000942,620.88
TMX7316010203-001151_pano_0000_000942,1870.13
TMX7316010203-001151_pano_0000_000956,1104.47
TMX7316010203-001140_pano_0000_002351,1313.22
TMX7316010203-001141_pano_0001_001734,699.87
TMX7316010203-001482_pano_0000_000105,142.17
TMX7316010203-001151_pano_0000_000374,1147.92
TMX7316010203-001502_pano_0001_002914,633.17
TMX7316010203-001151_pano_0000_000957,646.59
TMX7316010203-001140_pano_0000_002350,1110.75
TMX7316010203-001151_pano_0000_000943,143.99
TMX7316010203-001151_pano_0000_000943,366.24
TMX7316010203-001140_pano_0000_000584,1245.02
TMX7316010203-001140_pano_0000_000584,530.83
TMX7316010203-001135_pano_0000_000821,808.18
TMX7316010203-001151_pano_0000_000947,1644.2
TMX7316010203-001151_pano_0000_000947,851.46
TMX7316010203-001151_pano_0000_000953,1101.27
TMX7316010203-001141_pano_0001_001731,1049.58
TMX7316010203-001502_pano_0001_003831,104.2
TMX7316010203-001140_pano_0000_000608,619.7
TMX7316010203-001151_pano_0000_000946,1133.94
TMX7316010203-001151_pano_0000_000946,357.63
TMX7316010203-001151_pano_0000_000946,1367.06
TMX7316010203-001140_pano_0000_002369,1070.93
TMX7316010203-001135_pano_0000_000820,1219.57
TMX7316010203-001140_pano_0000_000595,1118.25
TMX7316010203-001140_pano_0000_000583,1105.82
TMX7316010203-001140_pano_0000_000597,1751.38
TMX7316010203-001502_pano_0001_002907,245.76
TMX7316010203-001502_pano_0001_002913,285.81
TMX7316010203-001141_pano_0001_001732,1276.57
TMX7316010203-001141_pano_0001_001732,748.07
TMX7316010203-001482_pano_0000_000117,801.49
TMX7316010203-001135_pano_0000_000599,1767.86
TMX7316010203-001141_pano_0001_001733,969.16
TMX7316010203-001502_pano_0001_002912,38.37
TMX7316010203-001482_pano_0000_000116,337.34
TMX7316010203-001151_pano_0000_000366,795.7
TMX7316010203-001151_pano_0000_000945,529.23
TMX7316010203-001151_pano_0000_000951,119.79
TMX7316010203-001151_pano_0000_000951,398.94
TMX7316010203-001523_pano_0000_002058,395.11
TMX7316010203-001140_pano_0000_000596,1295.01
TMX7316010203-001140_pano_0000_001189,19.55
TMX7316010203-001482_pano_0000_000011,1106.22
TMX7316010203-001140_pano_0000_000903,1104.16
TMX7316010203-001304_pano_0000_000009,1921.17
TMX7316010203-001484_pano_0000_000154,318.64
TMX7316010203-001140_pano_0000_000889,1820.84
TMX7316010203-001140_pano_0000_000916,1893.67
TMX7316010203-001140_pano_0000_001188,1176.3
TMX7316010203-001140_pano_0000_001188,197.37
TMX7316010203-001140_pano_0000_002497,1436.46
TMX7316010203-001140_pano_0000_000914,1246.17
TMX7316010203-001481_pano_0000_000180,1812.6
TMX7316010203-001502_pano_0001_002547,149.12
TMX7316010203-001140_pano_0000_000915,1712.94
TMX7316010203-001140_pano_0000_000915,372.59
TMX7316010203-001482_pano_0000_000013,1805.38
TMX7316010203-001140_pano_0000_002496,1252.76
TMX7316010203-001140_pano_0000_000905,1662.55
TMX7316010203-001140_pano_0000_000905,425.4
TMX7316010203-001484_pano_0000_000153,1634.31
TMX7316010203-001484_pano_0000_000152,1240.95
TMX7316010203-001140_pano_0000_000904,1227.23
TMX7316010203-001140_pano_0000_000904,652.65
TMX7316010203-001502_pano_0001_004087,1256.67
TMX7316010203-001140_pano_0000_000906,1877.37
