pano_id,center_bbox
TMX7316010203-001159_pano_0001_000214,144.72
TMX7316010203-001160_pano_0000_003881,1116.31
TMX7316010203-001499_pano_0000_000440,154.32
TMX7316010203-001499_pano_0000_000332,1057.63
TMX7316010203-001152_pano_0002_000292,1781.49
TMX7316010203-001497_pano_0007_000525,534.25
TMX7316010203-001152_pano_0002_000286,1278.72
TMX7316010203-001152_pano_0002_000480,516.63
TMX7316010203-001497_pano_0006_000039,872.57
TMX7316010203-001161_pano_0000_000654,1593.58
TMX7316010203-001161_pano_0000_000683,415.6
TMX7316010203-001152_pano_0002_000457,964.25
TMX7316010203-001152_pano_0002_000457,1754.58
TMX7316010203-001497_pano_0007_000492,1043.15
TMX7316010203-001489_pano_0000_000373,1294.91
TMX7316010203-001489_pano_0000_000372,1189.05
TMX7316010203-001161_pano_0000_000325,768.16
TMX7316060226-000477_pano_0002_000406,1146.45
TMX7316010203-001152_pano_0002_000456,590.81
TMX7316010203-001152_pano_0002_000318,1879.29
TMX7316010203-001152_pano_0002_000481,716.05
TMX7316010203-001497_pano_0007_000524,834.23
TMX7316010203-001152_pano_0002_000287,1755.49
TMX7316010203-001152_pano_0002_000293,1907.75
TMX7316010203-001160_pano_0000_000806,1905.79
TMX7316010203-001499_pano_0000_000327,1903.41
TMX7316010203-001160_pano_0000_003880,648.96
TMX7316010203-001161_pano_0000_000247,1322.61
TMX7316060226-000477_pano_0000_000472,952.69
TMX7316010203-001499_pano_0000_000331,556.46
TMX7316010203-001160_pano_0000_000810,1680.44
TMX7316010203-001152_pano_0002_000285,1111.48
TMX7316010203-001499_pano_0000_000319,1060.33
TMX7316010203-001152_pano_0002_000291,1245.28
TMX7316010203-001161_pano_0000_000938,833.75
TMX7316010203-001160_pano_0000_000794,1385.18
TMX7316010203-001152_pano_0002_000483,1397.45
TMX7316010203-001152_pano_0002_000468,499.7
TMX7316010203-001497_pano_0007_000491,736.89
TMX7316010203-001161_pano_0000_000680,452.17
TMX7316010203-001489_pano_0000_000370,503.74
TMX7316010203-001161_pano_0000_000327,104.95
TMX7316010203-001497_pano_0007_000644,660.89
TMX7316010203-001500_pano_0000_002874,1745.29
TMX7316010203-001161_pano_0000_000326,1938.7
TMX7316010203-001161_pano_0000_000326,493.83
TMX7316010203-001489_pano_0000_000371,731.2
TMX7316010203-001489_pano_0000_000359,588.88
TMX7316010203-001489_pano_0000_000359,95.22
TMX7316010203-001160_pano_0000_000742,853.21
TMX7316010203-001161_pano_0000_000681,186.72
TMX7316010203-001497_pano_0007_000490,343.4
TMX7316010203-001152_pano_0002_000455,489.88
TMX7316010203-001152_pano_0002_000469,645.39
TMX7316010203-001152_pano_0002_000482,1187.79
TMX7316010203-001160_pano_0000_000795,1830.09
TMX7316010203-001161_pano_0000_000939,1003.18
TMX7316010203-001499_pano_0000_000318,808.85
TMX7316010203-001152_pano_0002_000290,1077.47
TMX7316010203-001497_pano_0007_000527,1348.61
