pano_id,center_bbox
TMX7316010203-001163_pano_0001_001211,1696.14
TMX7316010203-001163_pano_0001_001211,92.45
TMX7316010203-001163_pano_0001_001205,1736.97
TMX7316010203-001163_pano_0001_001205,104.84
TMX7316010203-001245_pano_0000_006681,571.42
TMX7316010203-001245_pano_0000_006681,810.13
TMX7316010203-001245_pano_0000_006722,220.11
TMX7316010203-001166_pano_0001_000330,1577.77
TMX7316010203-001166_pano_0001_000325,393.03
TMX7316010203-001166_pano_0001_000331,1701.59
TMX7316010203-001245_pano_0000_006723,1844.88
TMX7316010203-001245_pano_0000_006723,1575.28
TMX7316010203-001163_pano_0001_001199,158.43
TMX7316010203-001163_pano_0001_001204,27.5
TMX7316010203-001163_pano_0001_001210,1812.42
TMX7316010203-001166_pano_0001_000253,421.56
TMX7316010203-001163_pano_0001_001206,1415.66
TMX7316010203-001163_pano_0001_001206,607.78
TMX7316010203-001163_pano_0001_001212,570.57
TMX7316010203-001163_pano_0001_001212,1352.54
TMX7316010203-001245_pano_0000_006682,234.38
TMX7316010203-001163_pano_0001_000246,1818.12
TMX7316010203-001245_pano_0000_006721,804.84
TMX7316010203-001245_pano_0000_006721,564.84
TMX7316010203-001478_pano_0001_000013,1496.76
TMX7316010203-001166_pano_0001_000333,385.23
TMX7316010203-001245_pano_0000_006734,1720.89
TMX7316010203-001245_pano_0000_006734,1579.24
TMX7316010203-001479_pano_0009_000048,654.74
TMX7316010203-001245_pano_0000_006683,1840.93
TMX7316010203-001245_pano_0000_006683,1588.38
TMX7316010203-001163_pano_0001_001213,1112.33
TMX7316010203-001163_pano_0001_001213,822.23
TMX7316010203-001163_pano_0001_001207,1149.3
TMX7316010203-001163_pano_0001_001207,847.86
TMX7316010203-001163_pano_0001_001217,1667.86
TMX7316010203-001163_pano_0001_001217,67.92
TMX7316010203-001163_pano_0000_005419,1369.43
TMX7316010203-001163_pano_0000_005431,749.57
TMX7316010203-001245_pano_0000_006693,1817.77
TMX7316010203-001245_pano_0000_006693,1583.5
TMX7316010203-001165_pano_0001_000139,422.21
TMX7316010203-001245_pano_0000_006724,1768.94
TMX7316010203-001166_pano_0001_000322,1619.38
TMX7316010203-001245_pano_0000_006731,751.77
TMX7316010203-001245_pano_0000_006731,536.67
TMX7316010203-001245_pano_0000_006692,121.8
TMX7316010203-001163_pano_0000_005430,579.76
TMX7316010203-001163_pano_0000_005418,1131.58
TMX7316010203-001163_pano_0001_001216,1978.59
TMX7316010203-001163_pano_0001_001216,1783.45
TMX7316010203-001163_pano_0001_001202,900.88
TMX7316010203-001163_pano_0001_001214,869.35
TMX7316010203-001163_pano_0001_001214,1031.66
TMX7316010203-001163_pano_0001_001200,1440.78
TMX7316010203-001163_pano_0001_001200,517.43
TMX7316010203-001163_pano_0001_001228,1933.63
TMX7316010203-001163_pano_0001_001228,1756.32
TMX7316010203-001163_pano_0000_005432,1266.81
TMX7316010203-001166_pano_0001_000057,1600.76
TMX7316010203-001245_pano_0000_006733,1809.74
TMX7316010203-001245_pano_0000_006733,1510.15
TMX7316010203-001478_pano_0001_000014,1621.44
TMX7316010203-001245_pano_0000_006732,264.38
TMX7316010203-001165_pano_0001_000067,1742.58
TMX7316010203-001166_pano_0001_000136,1483.07
TMX7316010203-001245_pano_0000_006691,823.91
TMX7316010203-001245_pano_0000_006691,568.06
TMX7316010203-001163_pano_0000_005433,1408.9
TMX7316010203-001163_pano_0001_001229,1635.88
TMX7316010203-001163_pano_0001_001201,831.17
TMX7316010203-001163_pano_0001_001201,1148.97
TMX7316010203-001245_pano_0000_007098,1807.63
TMX7316010203-001245_pano_0000_007098,1543.35
TMX7316010203-001167_pano_0001_005505,1272.23
TMX7316010203-001163_pano_0001_001070,1396.14
TMX7316010203-001164_pano_0000_000554,1351.58
TMX7316010203-001476_pano_0000_000525,692.47
TMX7316010203-001245_pano_0000_006741,519.04
TMX7316010203-001245_pano_0000_006741,706.5
TMX7316010203-001476_pano_0000_000531,1524.86
TMX7316010203-001163_pano_0001_001104,720.47
TMX7316010203-001163_pano_0001_001110,271.36
TMX7316010203-001478_pano_0001_000067,1571.04
TMX7316010203-001164_pano_0000_000795,1377.39
TMX7316010203-001164_pano_0000_000794,1122.53
TMX7316010203-001163_pano_0001_001111,1952.79
TMX7316010203-001476_pano_0000_000524,1116.77
TMX7316010203-001164_pano_0000_000541,1882.74
TMX7316010203-001165_pano_0000_002322,1331.5
TMX7316010203-001163_pano_0001_001071,1486.98
TMX7316010203-001166_pano_0001_000030,1525.03
TMX7316010203-001167_pano_0001_005510,1345.74
TMX7316010203-001245_pano_0000_007099,1068.62
TMX7316010203-001245_pano_0000_007099,249.93
TMX7316010203-001245_pano_0000_007070,803.13
TMX7316010203-001476_pano_0000_000532,32.64
TMX7316010203-001245_pano_0000_006742,271.0
TMX7316010203-001476_pano_0000_000526,427.43
TMX7316010203-001167_pano_0001_005499,1309.63
TMX7316010203-001478_pano_0001_000064,1401.78
TMX7316010203-001166_pano_0001_000378,385.8
TMX7316010203-001245_pano_0000_007110,773.62
TMX7316010203-001164_pano_0000_000797,176.13
TMX7316010203-001163_pano_0001_001106,1598.58
TMX7316010203-001245_pano_0000_006743,1439.62
TMX7316010203-001245_pano_0000_006743,1799.75
TMX7316010203-001165_pano_0001_000957,1648.03
TMX7316010203-001166_pano_0000_001792,579.52
TMX7316010203-001163_pano_0001_001099,410.91
TMX7316010203-001164_pano_0000_000634,1394.74
TMX7316010203-001245_pano_0000_007061,584.75
TMX7316010203-001165_pano_0001_000827,584.9
TMX7316010203-001163_pano_0001_001089,426.22
TMX7316010203-001163_pano_0001_001116,1639.63
TMX7316010203-001245_pano_0000_006753,1443.8
TMX7316010203-001245_pano_0000_006753,1823.84
TMX7316010203-001164_pano_0000_000793,653.05
TMX7316010203-001166_pano_0001_000355,1594.09
TMX7316010203-001245_pano_0000_007100,548.61
TMX7316010203-001245_pano_0000_007100,773.97
TMX7316010203-001245_pano_0000_006587,1484.71
TMX7316010203-001166_pano_0001_000383,1593.26
TMX7316010203-001164_pano_0000_000584,563.28
TMX7316010203-001245_pano_0000_007060,368.59
TMX7316010203-001167_pano_0001_005502,682.29
TMX7316010203-001167_pano_0001_005516,1275.17
TMX7316010203-001167_pano_0001_005500,1136.29
TMX7316010203-001245_pano_0000_007089,1322.27
TMX7316010203-001245_pano_0000_006744,1703.23
TMX7316010203-001245_pano_0000_006744,1551.03
TMX7316010203-001163_pano_0001_001129,622.36
TMX7316010203-001478_pano_0001_000062,737.39
TMX7316010203-001478_pano_0001_000063,1260.32
TMX7316010203-001166_pano_0000_001409,1409.96
TMX7316010203-001245_pano_0000_006751,547.12
TMX7316010203-001163_pano_0001_001114,848.91
TMX7316010203-001163_pano_0001_001100,103.06
TMX7316010203-001164_pano_0000_000578,1421.57
TMX7316010203-001164_pano_0000_000550,137.79
TMX7316010203-001165_pano_0000_001821,1417.48
TMX7316010203-001245_pano_0000_007088,1783.17
TMX7316010203-001165_pano_0000_000929,139.23
TMX7316010203-001167_pano_0001_005515,1367.32
TMX7316010203-001167_pano_0001_005501,845.65
TMX7316010203-001165_pano_0000_000930,341.1
TMX7316010203-001164_pano_0000_000617,1420.38
TMX7316010203-001165_pano_0001_000828,697.94
TMX7316010203-001165_pano_0001_000814,1166.65
TMX7316010203-001163_pano_0001_001086,1449.48
TMX7316010203-001165_pano_0001_000141,119.51
TMX7316010203-001163_pano_0001_001079,361.09
TMX7316010203-001165_pano_0001_000948,1329.34
TMX7316010203-001163_pano_0001_001119,609.38
TMX7316010203-001163_pano_0001_001125,1110.02
TMX7316010203-001166_pano_0000_001410,1224.82
TMX7316010203-001166_pano_0000_001438,306.57
