pano_id,center_bbox
TMX7316010203-001132_pano_0000_002053,1185.06
TMX7316010203-001135_pano_0000_001680,745.4
TMX7316010203-001135_pano_0000_001097,286.43
TMX7316010203-001135_pano_0000_001691,1544.37
TMX7316010203-001502_pano_0001_005111,1149.6
TMX7316010203-001502_pano_0001_001878,1292.68
TMX7316010203-001502_pano_0001_001879,1689.99
TMX7316010203-001502_pano_0001_001884,1312.06
TMX7316010203-001132_pano_0000_000624,1577.98
TMX7316010203-001502_pano_0001_001885,1682.44
TMX7316010203-001503_pano_0001_000095,555.88
TMX7316010203-001502_pano_0001_001883,1057.23
TMX7316010203-001502_pano_0001_001872,1479.2
TMX7316010203-001502_pano_0001_001877,1049.53
TMX7316010203-001503_pano_0001_000117,1320.75
TMX7316010203-001130_pano_0001_002660,1921.97
TMX7316010203-001502_pano_0001_005120,1259.16
TMX7316010203-001135_pano_0000_001689,849.8
TMX7316010203-001131_pano_0000_001951,850.32
TMX7316010203-001149_pano_0000_003107,1794.87
TMX7316010203-001132_pano_0000_000625,147.0
TMX7316010203-001503_pano_0001_000116,1055.5
TMX7316010203-001503_pano_0001_000092,1840.0
TMX7316010203-001503_pano_0000_000567,1580.5
TMX7316010203-001149_pano_0000_003116,1163.0
TMX7316010203-001502_pano_0001_002902,798.5
TMX7316010203-001149_pano_0000_003106,1669.0
TMX7316010203-001132_pano_0000_002054,1579.5
TMX7316010203-001130_pano_0001_001358,1366.0
TMX7316010203-001135_pano_0000_000530,1163.5
TMX7316010203-001132_pano_0000_000623,1324.5
TMX7316010203-001502_pano_0001_001873,1766.0
TMX7316010203-001149_pano_0000_003105,1237.5
TMX7316010203-001135_pano_0000_001682,1118.5
TMX7316010203-001503_pano_0000_000866,437.0
TMX7316010203-001503_pano_0000_000575,1440.5
TMX7316010203-001503_pano_0001_000094,455.0
TMX7316010203-001503_pano_0000_000566,1409.5
TMX7316010203-001135_pano_0000_001681,828.5
TMX7316010203-001502_pano_0001_001871,1083.0
TMX7316010203-001503_pano_0000_000865,239.0
TMX7316010203-001130_pano_0001_001357,940.0
TMX7316010203-001503_pano_0000_000573,867.0
TMX7316010203-001135_pano_0000_001683,1487.0
TMX7316010203-001132_pano_0000_000626,314.5
TMX7316010203-001131_pano_0000_001953,1158.0
TMX7316010203-001130_pano_0001_001359,1620.5
TMX7316010203-001503_pano_0001_000108,921.0
TMX7316010203-001502_pano_0001_002901,532.0
TMX7316010203-001131_pano_0000_001952,931.5
TMX7316010203-001135_pano_0000_000528,543.0
TMX7316010203-001149_pano_0000_003117,1580.5
TMX7316010203-001130_pano_0001_002662,589.5
TMX7316010203-001503_pano_0001_000109,1214.0
TMX7316010203-001130_pano_0001_001356,850.5
TMX7316010203-001503_pano_0001_000093,100.5
TMX7316010203-001135_pano_0000_001096,1911.5
TMX7316010203-001503_pano_0001_000110,1435.5
TMX7316010203-001132_pano_0000_002052,882.5
TMX7316010203-001502_pano_0001_002900,75.5
TMX7316010203-001135_pano_0000_000529,762.0
TMX7316010203-001149_pano_0000_003111,1311.0
TMX7316010203-001130_pano_0001_002661,235.0
TMX7316010203-001149_pano_0000_003116,1163.0
TMX7316010203-001149_pano_0000_003105,1236.5
TMX7316010203-001149_pano_0000_003111,1315.0
TMX7316010203-001135_pano_0000_000530,1158.5
TMX7316010203-001135_pano_0000_001098,509.5
TMX7316010203-001135_pano_0000_001682,1116.5
TMX7316010203-001135_pano_0000_001683,1488.0
TMX7316010203-001135_pano_0000_000529,759.5
TMX7316010203-001149_pano_0000_003106,1670.5
TMX7316010203-001135_pano_0000_001690,1252.5
